CNAE;descricao;categoria;Justificativa com Base Lei 4186.2007;inscricao;ZONA_CORREDOR
;;;;2890300;corredor_2
;;;;2890400;corredor_2
;;;;2890500;corredor_2
;;;;2890600;corredor_2
;;;;2890700;corredor_2
;;;;2890800;corredor_2
;;;;2890900;corredor_2
;;;;2891000;corredor_2
;;;;2891100;corredor_2
;;;;2891200;corredor_2
;;;;2891300;corredor_2
;;;;2891400;corredor_2
;;;;2891500;corredor_2
;;;;2891600;corredor_2
;;;;2891700;corredor_2
;;;;2891800;corredor_2
;;;;2891900;corredor_2
;;;;2892000;corredor_2
;;;;2892100;corredor_2
;;;;2892200;corredor_2
;;;;2892300;corredor_2
;;;;2895100;corredor_2
;;;;2895100;corredor_2
;;;;2895200;corredor_2
;;;;2895200;corredor_2
;;;;2895300;corredor_2
;;;;2895300;corredor_2
;;;;2895400;corredor_2
;;;;2895400;corredor_2
;;;;2895500;corredor_2
;;;;2895500;corredor_2
;;;;2895600;corredor_2
;;;;2895600;corredor_2
;;;;2895700;corredor_2
;;;;2895700;corredor_2
;;;;2895800;corredor_2
;;;;2895800;corredor_2
;;;;2895900;corredor_2
;;;;2895900;corredor_2
;;;;2896000;corredor_2
;;;;2896000;corredor_2
;;;;2896100;corredor_2
;;;;2896100;corredor_2
;;;;2896200;corredor_2
;;;;2896200;corredor_2
;;;;2896300;corredor_2
;;;;2896300;corredor_2
;;;;2896400;corredor_2
;;;;2896400;corredor_2
;;;;2896500;corredor_2
;;;;2896500;corredor_2
;;;;2896600;corredor_2
;;;;2896600;corredor_2
;;;;2896700;corredor_2
;;;;2896700;corredor_2
;;;;2896800;corredor_2
;;;;2896800;corredor_2
;;;;2896900;corredor_2
;;;;2896900;corredor_2
;;;;2897000;corredor_2
;;;;2897000;corredor_2
;;;;2897100;corredor_2
;;;;2897100;corredor_2
;;;;2897200;corredor_2
;;;;2897200;corredor_2
;;;;2897300;corredor_2
;;;;2897300;corredor_2
;;;;2897400;corredor_2
;;;;2897400;corredor_2
;;;;2897500;corredor_2
;;;;2897500;corredor_2
;;;;2897600;corredor_2
;;;;2897600;corredor_2
;;;;2897700;corredor_2
;;;;2897700;corredor_2
;;;;2897800;corredor_2
;;;;2897800;corredor_2
;;;;2897900;corredor_2
;;;;2897900;corredor_2
;;;;2898000;corredor_2
;;;;2898000;corredor_2
;;;;2898100;corredor_2
;;;;2898100;corredor_2
;;;;2898200;corredor_2
;;;;2898200;corredor_2
;;;;2898300;corredor_2
;;;;2898300;corredor_2
;;;;2898400;corredor_2
;;;;2898400;corredor_2
;;;;2898500;corredor_2
;;;;2898500;corredor_2
;;;;2898600;corredor_2
;;;;2898600;corredor_2
;;;;2898700;corredor_2
;;;;2898700;corredor_2
;;;;2898800;corredor_2
;;;;2898800;corredor_2
;;;;2898900;corredor_2
;;;;2898900;corredor_2
;;;;2899000;corredor_2
;;;;2899000;corredor_2
;;;;2899700;corredor_3
;;;;2899900;1Ax
;;;;2900000;1Ax
;;;;2900100;1Ax
;;;;2900200;1Ax
;;;;2900300;1Ax
;;;;2900400;1Ax
;;;;2900500;1Ax
;;;;2900600;1Ax
;;;;2900700;1Ax
;;;;2900800;1Ax
;;;;2900900;1Ax
;;;;2901000;1Ax
;;;;2901100;1Ax
;;;;2901200;1Ax
;;;;2901300;1Ax
;;;;2901400;1Ax
;;;;2901500;1Ax
;;;;2901600;1Ax
;;;;2901700;1Ax
;;;;2901800;1Ax
;;;;2901900;1Ax
;;;;2902000;1Ax
;;;;2902100;1Ax
;;;;2902200;1Ax
;;;;2902300;1Ax
;;;;2905100;corredor_1
;;;;2905200;corredor_1
;;;;2905300;corredor_1
;;;;2905500;3B2
;;;;2905600;3B2
;;;;2905700;3B2
;;;;2906300;2Ax
;;;;2906400;2Ax
;;;;2906500;2Ax
;;;;2906600;2Ax
;;;;2906700;2Ax
;;;;2906800;2Ax
;;;;2906900;2Ax
;;;;2907000;2Ax
;;;;2907100;2Ax
;;;;2907200;2Ax
;;;;2907300;2Ax
;;;;2907400;2Ax
;;;;2907500;2Ax
;;;;2907600;2Ax
;;;;2907700;2Ax
;;;;2907800;corredor_1
;;;;2907900;corredor_1
;;;;2908000;corredor_1
;;;;2908100;corredor_1
;;;;2908200;corredor_1
;;;;2908300;corredor_1
;;;;2908400;corredor_1
;;;;2908500;corredor_1
;;;;2908600;corredor_1
;;;;2908700;corredor_1
;;;;2908800;corredor_1
;;;;2908800;corredor_2
;;;;2908900;corredor_2
;;;;2909000;corredor_2
;;;;2909100;2A2
;;;;2909200;2A2
;;;;2909300;2A2
;;;;2909400;2A2
;;;;2909500;2A2
;;;;2909600;2A2
;;;;2909700;2A2
;;;;2909800;2A2
;;;;2909900;2A2
;;;;2910100;2A2
;;;;2910200;2A2
;;;;2910300;2A2
;;;;2910400;2A2
;;;;2910500;2A2
;;;;2910600;2A2
;;;;2910700;2A2
;;;;2910800;2A2
;;;;2910900;2A2
;;;;2911000;2A2
;;;;2911100;2A2
;;;;2911200;2A2
;;;;2911300;2A2
;;;;2911400;2A2
;;;;2911500;2A2
;;;;2911600;2A2
;;;;2911700;2A2
;;;;2911800;corredor_1
;;;;2911900;corredor_1
;;;;2912000;corredor_1
;;;;2912100;corredor_1
;;;;2912200;corredor_1
;;;;2912300;corredor_1
;;;;2912400;corredor_1
;;;;2912500;corredor_1
;;;;2912600;corredor_1
;;;;2912700;corredor_1
;;;;2913000;corredor_1
;;;;2913100;corredor_1
;;;;2913200;corredor_1
;;;;2913300;2A2
;;;;2913400;2A2
;;;;2913500;2A2
;;;;2913600;2A2
;;;;2913700;2A2
;;;;2913800;2A2
;;;;2913900;2A2
;;;;2914000;2A2
;;;;2914100;2A2
;;;;2914200;2A2
;;;;2914300;2A2
;;;;2914400;2A2
;;;;2914500;2A2
;;;;2914600;2A2
;;;;2914700;2A2
;;;;2914800;2A2
;;;;2914900;2A2
;;;;2915000;corredor_1
;;;;2915100;corredor_1
;;;;2915200;2A2
;;;;2915300;2A2
;;;;2915400;2A2
;;;;2915500;2A2
;;;;2915600;2A2
;;;;2915700;2A2
;;;;2915800;2A2
;;;;2915900;2A2
;;;;2916000;2A2
;;;;2916100;2A2
;;;;2916200;2A2
;;;;2916300;2A2
;;;;2916400;2A2
;;;;2916500;2A2
;;;;2916600;2A2
;;;;2916700;2A2
;;;;2916800;2A2
;;;;2916900;2A2
;;;;2917000;2A2
;;;;2917100;2A2
;;;;2917200;2A2
;;;;2917300;2A2
;;;;2917400;2A2
;;;;2917500;2A2
;;;;2917600;2A2
;;;;2917700;2A2
;;;;2917800;2A2
;;;;2917900;2A2
;;;;2918000;2A2
;;;;2918100;2A2
;;;;2918200;2A2
;;;;2918300;2A2
;;;;2918400;2A2
;;;;2918500;2A2
;;;;2918600;corredor_1
;;;;2918700;corredor_1
;;;;2918800;corredor_1
;;;;2918900;corredor_1
;;;;2919000;corredor_1
;;;;2919100;corredor_1
;;;;2919200;corredor_1
;;;;2919300;corredor_1
;;;;2919400;corredor_1
;;;;2919500;corredor_1
;;;;2919600;corredor_1
;;;;2919700;corredor_1
;;;;2919900;corredor_1
;;;;2919900;corredor_2
;;;;2920000;corredor_1
;;;;2920000;corredor_2
;;;;2920100;corredor_1
;;;;2920100;corredor_2
;;;;2920200;corredor_2
;;;;2920300;corredor_2
;;;;2920400;corredor_2
;;;;2920500;corredor_2
;;;;2920600;corredor_2
;;;;2920700;corredor_1
;;;;2920700;corredor_2
;;;;2920800;corredor_2
;;;;2920900;2A2
;;;;2921000;corredor_2
;;;;2921100;corredor_2
;;;;2921200;corredor_2
;;;;2921300;2A2
;;;;2921400;2A2
;;;;2921500;corredor_2
;;;;2921600;corredor_2
;;;;2921700;2A2
;;;;2922000;corredor_2
;;;;2922100;2A2
;;;;2922200;corredor_2
;;;;2922300;corredor_2
;;;;2922400;corredor_2
;;;;2922500;corredor_2
;;;;2922600;corredor_2
;;;;2922900;2A2
;;;;2923000;2A2
;;;;2923100;2A2
;;;;2923200;2A2
;;;;2923300;2A2
;;;;2923400;2A2
;;;;2923500;2A2
;;;;2923600;corredor_2
;;;;2923700;corredor_2
;;;;2923800;corredor_2
;;;;2923900;corredor_2
;;;;2924500;corredor_1
;;;;2924600;corredor_1
;;;;2924700;corredor_1
;;;;2925000;2Ax
;;;;2925100;2Ax
;;;;2925200;2Ax
;;;;2925300;2A2
;;;;2925600;2Ax
;;;;2925700;corredor_3
;;;;2925800;corredor_3
;;;;2926200;2Ax
;;;;2926300;2Ax
;;;;2926400;2Ax
;;;;2926700;corredor_3
;;;;2926800;corredor_3
;;;;2926900;corredor_3
;;;;2927200;2Ax
;;;;2927300;2Ax
;;;;2927400;2Ax
;;;;2927500;2Ax
;;;;2927600;2Ax
;;;;2930900;2Ax
;;;;2934100;corredor_1
;;;;2934200;3B2
;;;;2934300;3B2
;;;;2934400;3B2
;;;;2934500;3B2
;;;;2934600;3B2
;;;;2934700;3B2
;;;;2934800;3B2
;;;;2934900;3B2
;;;;2935000;3B2
;;;;2935100;3B2
;;;;2935200;3B2
;;;;2935300;3B2
;;;;2935400;3B2
;;;;2935500;3B2
;;;;2935600;3B2
;;;;2935700;3B2
;;;;2935800;3B2
;;;;2935900;3B2
;;;;2936000;3B2
;;;;2936100;3B2
;;;;2936200;3B2
;;;;2936300;3B2
;;;;2936400;3B2
;;;;2936500;3B2
;;;;2936600;3B2
;;;;2936700;3B2
;;;;2936800;3B2
;;;;2936900;corredor_1
;;;;2937000;corredor_1
;;;;2937100;3B2
;;;;2937200;3B2
;;;;2937300;3B2
;;;;2937400;3B2
;;;;2937500;3B2
;;;;2937600;3B2
;;;;2937700;3B2
;;;;2937800;3B2
;;;;2937900;3B2
;;;;2938000;corredor_1
;;;;2938100;1Ax
;;;;2938200;1Ax
;;;;2938300;1Ax
;;;;2938400;1Ax
;;;;2938500;1Ax
;;;;2938600;1Ax
;;;;2938700;1Ax
;;;;2938800;1Ax
;;;;2938900;1Ax
;;;;2939000;1Ax
;;;;2939100;1Ax
;;;;2939200;1Ax
;;;;2940700;corredor_3
;;;;2940800;corredor_3
;;;;2940900;corredor_1
;;;;2941200;corredor_2
;;;;2941200;corredor_2
;;;;2941300;2Ax
;;;;2941400;2Ax
;;;;2941500;2Ax
;;;;2941600;2A2
;;;;2941700;corredor_1
;;;;2941800;corredor_1
;;;;2941900;corredor_1
;;;;2942000;corredor_1
;;;;2942100;corredor_1
;;;;2942200;corredor_1
;;;;2942300;corredor_1
;;;;2942400;corredor_1
;;;;2942500;corredor_1
;;;;2942600;corredor_1
;;;;2942700;corredor_1
;;;;2942800;corredor_1
;;;;2944100;2A2
;;;;2944200;2A2
;;;;2944300;2A2
;;;;2944500;2A2
;;;;2944600;2A2
;;;;2944700;2A2
;;;;2944800;2A2
;;;;2945100;2A2
;;;;2945200;2A2
;;;;2945300;2A2
;;;;2945400;2A2
;;;;2945500;2A2
;;;;2945600;2A2
;;;;2945700;2A2
;;;;2945800;2A2
;;;;2945900;2A2
;;;;2946000;2A2
;;;;2946100;2A2
;;;;2946200;2A2
;;;;2946300;2A2
;;;;2946400;2A2
;;;;2946500;2A2
;;;;2946600;2A2
;;;;2946700;2A2
;;;;2946800;2A2
;;;;2946900;2A2
;;;;2947000;2A2
;;;;2947100;2A2
;;;;2947200;2A2
;;;;2947300;2A2
;;;;2947400;2A2
;;;;2947500;2A2
;;;;2947600;2A2
;;;;2947700;2A2
;;;;2947800;2A2
;;;;2947900;2A2
;;;;2948000;2A2
;;;;2948100;2A2
;;;;2948200;2A2
;;;;2948300;2A2
;;;;2948400;2A2
;;;;2948500;2A2
;;;;2948600;2A2
;;;;2948700;2A2
;;;;2948800;2A2
;;;;2948900;2A2
;;;;2949200;2A2
;;;;2949300;2A2
;;;;2949400;2A2
;;;;2949500;2A2
;;;;2949600;2A2
;;;;2949700;2A2
;;;;2949800;2A2
;;;;2949900;2A2
;;;;2950000;2A2
;;;;2950100;2A2
;;;;2950200;2A2
;;;;2950300;2A2
;;;;2950400;2A2
;;;;2950500;2A2
;;;;2950600;2A2
;;;;2950700;2A2
;;;;2950800;2A2
;;;;2950900;2A2
;;;;2951000;2A2
;;;;2951100;2A2
;;;;2951200;2A2
;;;;2951300;2A2
;;;;2951400;2A2
;;;;2951500;2A2
;;;;2951600;2A2
;;;;2951700;2A2
;;;;2951800;2A2
;;;;2951900;2A2
;;;;2952000;2A2
;;;;2952100;2A2
;;;;2952200;2A2
;;;;2952300;2A2
;;;;2952400;2A2
;;;;2952500;2A2
;;;;2952600;2A2
;;;;2952700;2A2
;;;;2952800;2A2
;;;;2952900;2A2
;;;;2953000;2A2
;;;;2953100;2A2
;;;;2953200;2A2
;;;;2953300;2A2
;;;;2953400;2A2
;;;;2953500;2A2
;;;;2953600;2A2
;;;;2953700;2A2
;;;;2953800;2A2
;;;;2953900;2A2
;;;;2954000;2A2
;;;;2954100;2A2
;;;;2954200;2A2
;;;;2954300;2A2
;;;;2954400;2A2
;;;;2954500;2A2
;;;;2954600;2A2
;;;;2954700;2A2
;;;;2954800;2A2
;;;;2954900;2A2
;;;;2955000;2A2
;;;;2955100;2A2
;;;;2955200;2A2
;;;;2955300;2A2
;;;;2955400;2A2
;;;;2955500;2A2
;;;;2955600;2A2
;;;;2955800;2A2
;;;;2955900;2A2
;;;;2956000;2A2
;;;;2956100;2A2
;;;;2956200;2A2
;;;;2956300;2A2
;;;;2956400;2A2
;;;;2956500;2A2
;;;;2956600;2A2
;;;;2956700;2A2
;;;;2956800;2A2
;;;;2956900;corredor_2
;;;;2957000;2A2
;;;;2957100;2A2
;;;;2957200;2A2
;;;;2957300;2A2
;;;;2957400;2A2
;;;;2957500;2A2
;;;;2957600;2A2
;;;;2957700;2A2
;;;;2957800;2A2
;;;;2957900;2A2
;;;;2958000;2A2
;;;;2958100;2A2
;;;;2958200;2A2
;;;;2958300;2A2
;;;;2958400;2A2
;;;;2958500;2A2
;;;;2958600;2A2
;;;;2958700;2A2
;;;;2958800;2A2
;;;;2958900;2A2
;;;;2959000;2A2
;;;;2959100;2A2
;;;;2959200;2A2
;;;;2959300;2A2
;;;;2959400;2A2
;;;;2959500;2A2
;;;;2959600;2A2
;;;;2959700;2A2
;;;;2959800;2A2
;;;;2959900;2A2
;;;;2960000;2A2
;;;;2960100;2A2
;;;;2960200;2A2
;;;;2960300;2A2
;;;;2960400;2A2
;;;;2960500;2A2
;;;;2960600;2A2
;;;;2960700;2A2
;;;;2960800;2A2
;;;;2960900;2A2
;;;;2961000;2A2
;;;;2961100;2A2
;;;;2961200;2A2
;;;;2961300;2A2
;;;;2961400;2A2
;;;;2961500;2A2
;;;;2961600;2A2
;;;;2961700;2A2
;;;;2961800;2A2
;;;;2961900;2A2
;;;;2962000;2A2
;;;;2962100;2A2
;;;;2962200;2A2
;;;;2962300;2A2
;;;;2962400;2A2
;;;;2962500;2A2
;;;;2962600;2A2
;;;;2962700;2A2
;;;;2962800;2A2
;;;;2962900;2A2
;;;;2963000;2A2
;;;;2963100;2A2
;;;;2963200;2A2
;;;;2963300;2A2
;;;;2963400;2A2
;;;;2963500;2A2
;;;;2963600;2A2
;;;;2963700;2A2
;;;;2963800;2A2
;;;;2963900;2A2
;;;;2964000;2A2
;;;;2964100;2A2
;;;;2964200;2A2
;;;;2964300;2A2
;;;;2964400;2A2
;;;;2964500;2A2
;;;;2964600;2A2
;;;;2964700;2A2
;;;;2964800;2A2
;;;;2964900;2A2
;;;;2965000;2A2
;;;;2965100;2A2
;;;;2965200;2A2
;;;;2965400;corredor_2
;;;;2965500;corredor_2
;;;;2965600;corredor_2
;;;;2965700;corredor_2
;;;;2965800;corredor_2
;;;;2965900;corredor_2
;;;;2966000;corredor_2
;;;;2966100;corredor_2
;;;;2966200;corredor_2
;;;;2966300;corredor_2
;;;;2966500;2A2
;;;;2966600;2A2
;;;;2966700;2A2
;;;;2966800;2A2
;;;;2966900;2A2
;;;;2967000;2A2
;;;;2967100;2A2
;;;;2967200;2A2
;;;;2967300;2A2
;;;;2967400;2A2
;;;;2967500;2A2
;;;;2967600;2A2
;;;;2967700;2A2
;;;;2967800;2A2
;;;;2967900;2A2
;;;;2968000;2A2
;;;;2968100;2A2
;;;;2968200;2A2
;;;;2968300;2A2
;;;;2968400;2A2
;;;;2968500;2A2
;;;;2968600;2A2
;;;;2968700;2A2
;;;;2968800;2A2
;;;;2968900;2A2
;;;;2969000;2A2
;;;;2969100;2A2
;;;;2969200;2A2
;;;;2969300;2A2
;;;;2969400;2A2
;;;;2969500;2A2
;;;;2969600;2A2
;;;;2969700;2A2
;;;;2969800;2A2
;;;;2969900;2A2
;;;;2970000;2A2
;;;;2970100;2A2
;;;;2970200;2A2
;;;;2970300;2A2
;;;;2970400;2A2
;;;;2970500;2A2
;;;;2970600;2A2
;;;;2970700;2A2
;;;;2970800;2A2
;;;;2970900;2A2
;;;;2971000;2A2
;;;;2971100;2A2
;;;;2971200;2A2
;;;;2971300;2A2
;;;;2971400;2A2
;;;;2971500;2A2
;;;;2971600;2A2
;;;;2971700;2A2
;;;;2971800;2A2
;;;;2971900;2A2
;;;;2972000;2A2
;;;;2972100;2A2
;;;;2972200;2A2
;;;;2972300;2A2
;;;;2972400;2A2
;;;;2972500;2A2
;;;;2972600;2A2
;;;;2972700;2A2
;;;;2972800;2A2
;;;;2972900;2A2
;;;;2973000;2A2
;;;;2973100;2A2
;;;;2973200;2A2
;;;;2973300;2A2
;;;;2973400;2A2
;;;;2973500;2A2
;;;;2973600;2A2
;;;;2973700;2A2
;;;;2973800;2A2
;;;;2973900;2A2
;;;;2974000;2A2
;;;;2974100;2A2
;;;;2974200;2A2
;;;;2974300;2A2
;;;;2974400;2A2
;;;;2974500;2A2
;;;;2974600;2A2
;;;;2974700;2A2
;;;;2974800;2A2
;;;;2974900;2A2
;;;;2975000;2A2
;;;;2975100;2A2
;;;;2975200;2A2
;;;;2975300;2A2
;;;;2975400;2A2
;;;;2975500;2A2
;;;;2975600;2A2
;;;;2975700;2A2
;;;;2975800;2A2
;;;;2975900;2A2
;;;;2976000;2A2
;;;;2976100;2A2
;;;;2976200;2A2
;;;;2976300;2A2
;;;;2976400;2A2
;;;;2976500;2A2
;;;;2976600;2A2
;;;;2976700;2A2
;;;;2976800;2A2
;;;;2976900;2A2
;;;;2977000;2A2
;;;;2977100;2A2
;;;;2977300;2A2
;;;;2977400;2A2
;;;;2977500;2A2
;;;;2977600;2A2
;;;;2977700;2A2
;;;;2977800;2A2
;;;;2977900;2A2
;;;;2978000;2A2
;;;;2978100;2A2
;;;;2978200;2A2
;;;;2978300;2A2
;;;;2978400;2A2
;;;;2978500;2A2
;;;;2978600;2A2
;;;;2978700;2A2
;;;;2978800;2A2
;;;;2978900;2A2
;;;;2979000;2A2
;;;;2979100;2A2
;;;;2979200;2A2
;;;;2979300;2A2
;;;;2979400;2A2
;;;;2979500;2A2
;;;;2979600;2A2
;;;;2979700;2A2
;;;;2979800;2A2
;;;;2979900;2A2
;;;;2980000;2A2
;;;;2980100;2A2
;;;;2980200;2A2
;;;;2980300;2A2
;;;;2980400;2A2
;;;;2980500;2A2
;;;;2980600;2A2
;;;;2980700;2A2
;;;;2980800;2A2
;;;;2980900;2A2
;;;;2981000;2A2
;;;;2981100;2A2
;;;;2981200;2A2
;;;;2981300;2A2
;;;;2981400;2A2
;;;;2981500;2A2
;;;;2981600;2A2
;;;;2981700;2A2
;;;;2981800;2A2
;;;;2981900;2A2
;;;;2982000;2A2
;;;;2982100;2A2
;;;;2982200;2A2
;;;;2982300;2A2
;;;;2982400;2A2
;;;;2982500;2A2
;;;;2982600;2A2
;;;;2982700;2A2
;;;;2982800;2A2
;;;;2982900;2A2
;;;;2983000;2A2
;;;;2983100;2A2
;;;;2983200;2A2
;;;;2983300;2A2
;;;;2983400;2A2
;;;;2983500;2A2
;;;;2983600;2A2
;;;;2983700;2A2
;;;;2983800;2A2
;;;;2983900;2A2
;;;;2984000;2A2
;;;;2984100;2A2
;;;;2984200;2A2
;;;;2984300;2A2
;;;;2984400;2A2
;;;;2984500;2A2
;;;;2984600;2A2
;;;;2984800;2A2
;;;;2984900;2A2
;;;;2985000;2A2
;;;;2985100;2A2
;;;;2985200;2A2
;;;;2985300;corredor_2
;;;;2985300;corredor_2
;;;;2985400;corredor_2
;;;;2985400;corredor_2
;;;;2985500;corredor_2
;;;;2985500;corredor_2
;;;;2985600;corredor_2
;;;;2985600;corredor_2
;;;;2985700;corredor_2
;;;;2985700;corredor_2
;;;;2985900;corredor_2
;;;;2985900;corredor_2
;;;;2986000;corredor_2
;;;;2986000;corredor_2
;;;;2986100;corredor_2
;;;;2986100;corredor_2
;;;;2986200;corredor_2
;;;;2986200;corredor_2
;;;;2986300;corredor_2
;;;;2986300;corredor_2
;;;;2986400;corredor_2
;;;;2986400;corredor_2
;;;;2986500;corredor_2
;;;;2986500;corredor_2
;;;;2986600;corredor_2
;;;;2986600;corredor_2
;;;;2986700;2A2
;;;;2986800;2A2
;;;;2986900;2A2
;;;;2987000;2A2
;;;;2987100;2A2
;;;;2987200;2A2
;;;;2987300;2A2
;;;;2987400;2A2
;;;;2987500;2A2
;;;;2987600;corredor_2
;;;;2987700;2A2
;;;;2987800;2A2
;;;;2987900;2A2
;;;;2988000;2A2
;;;;2988100;2A2
;;;;2988200;2A2
;;;;2988300;2A2
;;;;2988400;2A2
;;;;2988500;2A2
;;;;2988600;2A2
;;;;2988700;2A2
;;;;2988800;2A2
;;;;2988900;2A2
;;;;2989000;2A2
;;;;2989100;2A2
;;;;2989200;2A2
;;;;2989300;2A2
;;;;2989400;2A2
;;;;2989500;2A2
;;;;2989600;2A2
;;;;2989700;2A2
;;;;2989800;2A2
;;;;2989900;2A2
;;;;2990000;2A2
;;;;2990100;2A2
;;;;2990200;2A2
;;;;2990300;2A2
;;;;2990400;2A2
;;;;2990500;2A2
;;;;2990600;2A2
;;;;2990700;2A2
;;;;2990800;2A2
;;;;2990900;2A2
;;;;2991000;2A2
;;;;2991100;2A2
;;;;2991200;2A2
;;;;2991300;2A2
;;;;2991400;2A2
;;;;2991500;2A2
;;;;2991600;2A2
;;;;2991700;2A2
;;;;2991800;2A2
;;;;2991900;2A2
;;;;2992000;2A2
;;;;2992100;2A2
;;;;2992200;2A2
;;;;2992300;2A2
;;;;2992400;2A2
;;;;2992500;2A2
;;;;2992600;2A2
;;;;2992700;2A2
;;;;2992800;2A2
;;;;2992900;2A2
;;;;2993000;2A2
;;;;2993100;2A2
;;;;2993200;2A2
;;;;2993300;2A2
;;;;2993400;2A2
;;;;2993500;2A2
;;;;2993600;2A2
;;;;2993700;2A2
;;;;2993800;2A2
;;;;2993900;2A2
;;;;2994000;2A2
;;;;2994100;2A2
;;;;2994200;2A2
;;;;2994300;2A2
;;;;2994400;2A2
;;;;2994500;2A2
;;;;2994600;2A2
;;;;2994700;2A2
;;;;2994800;2A2
;;;;2994900;2A2
;;;;2995000;2A2
;;;;2995100;2A2
;;;;2995200;2A2
;;;;2995300;2A2
;;;;2995400;2A2
;;;;2995500;2A2
;;;;2995600;2A2
;;;;2995700;2A2
;;;;2995800;2A2
;;;;2995900;2A2
;;;;2996000;2A2
;;;;2996100;2A2
;;;;2996200;2A2
;;;;2996300;2A2
;;;;2996400;2A2
;;;;2996500;2A2
;;;;2996600;2A2
;;;;2996700;2A2
;;;;2996800;2A2
;;;;2996900;2A2
;;;;2997000;2A2
;;;;2997100;2A2
;;;;2997200;2A2
;;;;2997300;2A2
;;;;2997400;2A2
;;;;2997500;2A2
;;;;2997600;2A2
;;;;2997700;2A2
;;;;2997800;2A2
;;;;2997900;2A2
;;;;2998000;2A2
;;;;2998100;2A2
;;;;2998200;2A2
;;;;2998300;2A2
;;;;2998400;2A2
;;;;2998500;2A2
;;;;2998600;2A2
;;;;2998700;2A2
;;;;2998800;2A2
;;;;2998900;2A2
;;;;2999000;2A2
;;;;2999100;2A2
;;;;2999200;2A2
;;;;2999300;2A2
;;;;2999400;2A2
;;;;2999500;2A2
;;;;2999600;2A2
;;;;2999700;2A2
;;;;2999800;2A2
;;;;2999900;2A2
;;;;3000000;2A2
;;;;3000100;2A2
;;;;3000200;2A2
;;;;3000300;2A2
;;;;3000400;2A2
;;;;3000500;2A2
;;;;3000600;2A2
;;;;3000700;2A2
;;;;3000800;2A2
;;;;3000900;2A2
;;;;3001000;2A2
;;;;3001100;2A2
;;;;3001200;2A2
;;;;3001300;2A2
;;;;3001400;2A2
;;;;3001500;2A2
;;;;3001600;2A2
;;;;3001700;2A2
;;;;3001800;2A2
;;;;3001900;2A2
;;;;3002000;2A2
;;;;3002100;2A2
;;;;3002200;2A2
;;;;3002300;2A2
;;;;3002400;2A2
;;;;3002500;2A2
;;;;3002600;2A2
;;;;3002700;2A2
;;;;3002800;2A2
;;;;3002900;2A2
;;;;3003000;2A2
;;;;3003100;2A2
;;;;3003200;2A2
;;;;3003300;2A2
;;;;3003400;2A2
;;;;3003500;2A2
;;;;3003600;2A2
;;;;3003700;2A2
;;;;3003800;2A2
;;;;3003900;2A2
;;;;3004000;2A2
;;;;3004100;2A2
;;;;3004200;2A2
;;;;3004300;2A2
;;;;3004400;2A2
;;;;3004500;2A2
;;;;3004600;2A2
;;;;3004700;2A2
;;;;3004800;2A2
;;;;3004900;2A2
;;;;3005000;2A2
;;;;3005100;2A2
;;;;3005200;2A2
;;;;3005300;2A2
;;;;3005400;2A2
;;;;3005500;2A2
;;;;3005600;2A2
;;;;3005700;2A2
;;;;3005800;2A2
;;;;3005900;2A2
;;;;3006000;2A2
;;;;3006100;2A2
;;;;3006200;2A2
;;;;3006300;2A2
;;;;3006400;2A2
;;;;3006500;2A2
;;;;3006600;2A2
;;;;3006700;2A2
;;;;3006800;2A2
;;;;3006900;2A2
;;;;3007000;2A2
;;;;3007100;2A2
;;;;3007200;2A2
;;;;3007300;2A2
;;;;3007400;2A2
;;;;3007500;2A2
;;;;3007600;2A2
;;;;3007700;2A2
;;;;3007800;2A2
;;;;3007900;2A2
;;;;3008000;2A2
;;;;3008100;2A2
;;;;3008200;2A2
;;;;3008300;2A2
;;;;3008400;2A2
;;;;3008500;2A2
;;;;3008600;2A2
;;;;3008700;2A2
;;;;3008800;2A2
;;;;3008900;2A2
;;;;3009000;2A2
;;;;3009100;2A2
;;;;3009200;2A2
;;;;3009300;2A2
;;;;3009400;2A2
;;;;3009500;2A2
;;;;3009600;2A2
;;;;3009700;2A2
;;;;3009800;2A2
;;;;3009900;2A2
;;;;3010000;2A2
;;;;3010100;2A2
;;;;3010200;2A2
;;;;3010300;2A2
;;;;3010400;2A2
;;;;3010500;2A2
;;;;3010600;2A2
;;;;3010700;2A2
;;;;3010800;2A2
;;;;3010900;2A2
;;;;3011000;2A2
;;;;3011100;2A2
;;;;3011200;2A2
;;;;3011300;2A2
;;;;3011400;2A2
;;;;3011500;2A2
;;;;3011600;2A2
;;;;3011700;2A2
;;;;3011800;2A2
;;;;3011900;2A2
;;;;3012000;2A2
;;;;3012100;2A2
;;;;3012200;2A2
;;;;3012300;2A2
;;;;3012400;2A2
;;;;3012500;2A2
;;;;3012600;2A2
;;;;3012700;2A2
;;;;3012800;2A2
;;;;3012900;2A2
;;;;3013000;2A2
;;;;3013100;2A2
;;;;3013200;2A2
;;;;3013300;2A2
;;;;3013400;2A2
;;;;3013500;2A2
;;;;3013600;2A2
;;;;3013700;2A2
;;;;3013800;2A2
;;;;3013900;2A2
;;;;3014000;2A2
;;;;3014100;2A2
;;;;3014200;2A2
;;;;3014300;2A2
;;;;3014400;2A2
;;;;3014500;2A2
;;;;3014600;2A2
;;;;3014700;2A2
;;;;3014800;2A2
;;;;3014900;2A2
;;;;3015000;2A2
;;;;3015100;2A2
;;;;3015200;2A2
